-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
   THERMO TABLE FOR MOLECULE HOCHO
 ====================================================================================================
   Elemental Composition:
     H 2.0000
     C 1.0000
     O 2.0000
   Formation Enthalpy at 298K =          -90.5200 kcal/mol
   Formation Free Gibbs Energy at 298K = -108.0949 kcal/mol
   Molecular Weight =                    46.0250 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.0594       -90.4999      -108.2130     59.0435       0.0201        -0.1180       
     600.0000      14.4237       -86.7845      -127.2565     67.4534       3.7355        -19.1616      
     800.0000      16.4920       -83.6833      -141.2032     71.8999       6.8367        -33.1083      
     1000.0000     18.0527       -80.2215      -155.9773     75.7559       10.2985       -47.8824      
     1200.0000     19.2251       -76.4881      -171.4753     79.1560       14.0319       -63.3803      
     1400.0000     20.1086       -72.5506      -187.6153     82.1890       17.9694       -79.5204      
     1600.0000     20.7825       -68.4586      -204.3308     84.9201       22.0614       -96.2358      
     1800.0000     21.3059       -64.2476      -221.5666     87.3994       26.2724       -113.4716     
     2000.0000     21.7187       -59.9436      -239.2764     89.6664       30.5764       -131.1815     
     2200.0000     22.0478       -55.5657      -257.4211     91.7524       34.9543       -149.3262     
     2400.0000     22.3135       -51.1287      -275.9670     93.6826       39.3913       -167.8721     
     2600.0000     22.5303       -46.6436      -294.8852     95.4775       43.8764       -186.7902     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE OCHO
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     O 2.0000
     H 1.0000
   Formation Enthalpy at 298K =          -30.9968 kcal/mol
   Formation Free Gibbs Energy at 298K = -49.1489 kcal/mol
   Molecular Weight =                    45.0170 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.0939       -30.9766      -49.2708      60.9806       0.0202        -0.1219       
     600.0000      13.0510       -27.5015      -68.8361      68.8910       3.4953        -19.6872      
     800.0000      14.6859       -24.7212      -83.0243      72.8789       6.2756        -33.8754      
     1000.0000     15.9578       -21.6514      -97.9500      76.2987       9.3454        -48.8011      
     1200.0000     16.9351       -18.3577      -113.5159     79.2985       12.6391       -64.3670      
     1400.0000     17.6790       -14.8929      -129.6474     81.9675       16.1039       -80.4985      
     1600.0000     18.2429       -11.2981      -146.2850     84.3668       19.6987       -97.1361      
     1800.0000     18.6717       -7.6047       -163.3792     86.5414       23.3921       -114.2303     
     2000.0000     19.0022       -3.8359       -180.8889     88.5265       27.1608       -131.7400     
     2200.0000     19.2629       -0.0084       -198.7791     90.3503       30.9883       -149.6302     
     2400.0000     19.4741       3.8660        -217.0198     92.0357       34.8627       -167.8709     
     2600.0000     19.6478       7.7787        -235.5854     93.6016       38.7755       -186.4365     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H6
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 6.0000
   Formation Enthalpy at 298K =          -20.0710 kcal/mol
   Formation Free Gibbs Energy at 298K = -36.3828 kcal/mol
   Molecular Weight =                    30.0700 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      12.3405       -20.0464      -36.4924      54.8201       0.0246        -0.1096       
     600.0000      21.3550       -14.9104      -54.7062      66.3262       5.1605        -18.3233      
     800.0000      25.7592       -10.1806      -68.6600      73.0993       9.8903        -32.2772      
     1000.0000     29.1813       -4.6721       -83.9031      79.2310       15.3988       -47.5203      
     1200.0000     31.8383       1.4410        -100.3147     84.7964       21.5119       -63.9319      
     1400.0000     33.9102       8.0243        -117.7887     89.8664       28.0952       -81.4058      
     1600.0000     35.5396       14.9756       -136.2325     94.5051       35.0466       -99.8497      
     1800.0000     36.8321       22.2177       -155.5657     98.7686       42.2887       -119.1829     
     2000.0000     37.8573       29.6907       -175.7181     102.7044      49.7617       -139.3353     
     2200.0000     38.6632       37.3460       -196.6282     106.3520      57.4170       -160.2454     
     2400.0000     39.2908       45.1441       -218.2419     109.7442      65.2151       -181.8590     
     2600.0000     39.7753       53.0528       -240.5108     112.9091      73.1238       -204.1279     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
   Formation Enthalpy at 298K =          28.5862 kcal/mol
   Formation Free Gibbs Energy at 298K = 11.2906 kcal/mol
   Molecular Weight =                    29.0620 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.9788       28.6101       11.1745       58.1188       0.0239        -0.1162       
     600.0000      19.3635       33.3806       -7.9268       68.8458       4.7944        -19.2175      
     800.0000      22.9357       37.6259       -22.3161      74.9275       9.0396        -33.6068      
     1000.0000     25.6952       42.5008       -37.8543      80.3551       13.9146       -49.1450      
     1200.0000     27.8321       47.8625       -54.4219      85.2370       19.2763       -65.7125      
     1400.0000     29.5017       53.6026       -71.9184      89.6578       25.0163       -83.2090      
     1600.0000     30.8240       59.6401       -90.2589      93.6869       31.0539       -101.5495     
     1800.0000     31.8839       65.9148       -109.3708     97.3809       37.3285       -120.6615     
     2000.0000     32.7328       72.3797       -129.1920     100.7858      43.7934       -140.4826     
     2200.0000     33.4032       78.9960       -149.6684     103.9383      50.4097       -160.9590     
     2400.0000     33.9242       85.7310       -170.7525     106.8681      57.1447       -182.0431     
     2600.0000     34.3227       92.5575       -192.4024     109.6000      63.9713       -203.6931     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5O2H
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 6.0000
     O 2.0000
   Formation Enthalpy at 298K =          -38.7466 kcal/mol
   Formation Free Gibbs Energy at 298K = -61.2235 kcal/mol
   Molecular Weight =                    62.0680 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      19.1994       -38.7084      -61.3744      75.5536       0.0383        -0.1510       
     600.0000      31.1291       -30.9944      -86.7337      92.8988       7.7522        -25.5103      
     800.0000      36.0823       -24.2427      -106.3039     102.5765      14.5040       -45.0804      
     1000.0000     39.5359       -16.6611      -127.6822     111.0211      22.0856       -66.4587      
     1200.0000     42.0516       -8.4904       -150.6455     118.4626      30.2563       -89.4220      
     1400.0000     44.0037       0.1224        -175.0135     125.0971      38.8690       -113.7900     
     1600.0000     45.5822       9.0865        -200.6410     131.0797      47.8331       -139.4175     
     1800.0000     46.8525       18.3347       -227.4096     136.5246      57.0814       -166.1861     
     2000.0000     47.8582       27.8099       -255.2206     141.5152      66.5565       -193.9971     
     2200.0000     48.6401       37.4631       -283.9896     146.1149      76.2097       -222.7662     
     2400.0000     49.2363       47.2535       -313.6438     150.3739      86.0002       -252.4204     
     2600.0000     49.6816       57.1476       -344.1192     154.3334      95.8942       -282.8958     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5O2
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
     O 2.0000
   Formation Enthalpy at 298K =          -6.8714 kcal/mol
   Formation Free Gibbs Energy at 298K = -28.8686 kcal/mol
   Molecular Weight =                    61.0600 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      18.1063       -6.8353       -29.0164      73.9372       0.0361        -0.1478       
     600.0000      28.6801       0.3237        -53.7090      90.0544       7.1950        -24.8403      
     800.0000      33.1386       6.5324        -72.6311      98.9544       13.4038       -43.7625      
     1000.0000     36.2703       13.4910       -93.2142      106.7052      20.3624       -64.3456      
     1200.0000     38.5483       20.9839       -115.2515     113.5295      27.8553       -86.3829      
     1400.0000     40.2980       28.8754       -138.5764     119.6085      35.7468       -109.7078     
     1600.0000     41.6978       37.0801       -163.0548     125.0843      43.9515       -134.1861     
     1800.0000     42.8148       45.5357       -188.5771     130.0627      52.4071       -159.7084     
     2000.0000     43.6907       54.1900       -215.0519     134.6209      61.0613       -186.1832     
     2200.0000     44.3640       62.9985       -242.4014     138.8181      69.8699       -213.5327     
     2400.0000     44.8700       71.9244       -270.5582     142.7011      78.7958       -241.6896     
     2600.0000     45.2414       80.9375       -299.4634     146.3081      87.8089       -270.5948     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H4
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 4.0000
   Formation Enthalpy at 298K =          12.5340 kcal/mol
   Formation Free Gibbs Energy at 298K = -3.0781 kcal/mol
   Molecular Weight =                    28.0540 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.1219       12.5542       -3.1829       52.4570       0.0202        -0.1048       
     600.0000      16.8958       16.6786       -20.3506      61.7154       4.1446        -17.2726      
     800.0000      20.0414       20.3873       -33.2354      67.0284       7.8533        -30.1573      
     1000.0000     22.4074       24.6433       -47.1237      71.7670       12.1093       -44.0457      
     1200.0000     24.2095       29.3128       -61.9097      76.0188       16.7788       -58.8317      
     1400.0000     25.6134       34.3006       -77.5039      79.8604       21.7666       -74.4259      
     1600.0000     26.7354       39.5395       -93.8309      83.3565       27.0055       -90.7529      
     1800.0000     27.6425       44.9806       -110.8270     86.5598       32.4466       -107.7490     
     2000.0000     28.3681       50.5844       -128.4380     89.5112       38.0504       -125.3600     
     2200.0000     28.9394       56.3175       -146.6169     92.2429       43.7835       -143.5388     
     2400.0000     29.3815       62.1516       -165.3223     94.7808       49.6176       -162.2443     
     2600.0000     29.7180       68.0631       -184.5177     97.1465       55.5291       -181.4397     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H3
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 3.0000
   Formation Enthalpy at 298K =          70.8746 kcal/mol
   Formation Free Gibbs Energy at 298K = 54.2372 kcal/mol
   Molecular Weight =                    27.0460 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.0131       70.8946       54.1255       55.8971       0.0200        -0.1117       
     600.0000      14.8552       74.6794       36.0105       64.4481       3.8048        -18.2267      
     800.0000      17.0665       77.8823       22.6503       69.0400       7.0077        -31.5869      
     1000.0000     18.7327       81.4697       8.4341        73.0356       10.5951       -45.8031      
     1200.0000     20.0247       85.3506       -6.5332       76.5698       14.4760       -60.7704      
     1400.0000     21.0604       89.4626       -22.1694      79.7372       18.5880       -76.4066      
     1600.0000     21.9058       93.7621       -38.4083      82.6065       22.8875       -92.6455      
     1800.0000     22.5911       98.2143       -55.1955      85.2277       27.3397       -109.4327     
     2000.0000     23.1399       102.7895      -72.4853      87.6374       31.9149       -126.7225     
     2200.0000     23.5737       107.4626      -90.2383      89.8640       36.5880       -144.4755     
     2400.0000     23.9123       112.2126      -108.4202     91.9303       41.3380       -162.6574     
     2600.0000     24.1739       117.0224      -127.0010     93.8551       46.1478       -181.2382     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H2
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 2.0000
   Formation Enthalpy at 298K =          54.5328 kcal/mol
   Formation Free Gibbs Energy at 298K = 40.2263 kcal/mol
   Molecular Weight =                    26.0380 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.5474       54.5539       40.1302       48.0790       0.0211        -0.0961       
     600.0000      13.8888       58.2929       24.3418       56.5852       3.7600        -15.8845      
     800.0000      15.1622       61.2030       12.5931       60.7624       6.6701        -27.6332      
     1000.0000     16.2145       64.3437       0.0815        64.2622       9.8109        -40.1448      
     1200.0000     17.0961       67.6774       -13.0811      67.2988       13.1446       -53.3074      
     1400.0000     17.8312       71.1724       -26.8151      69.9911       16.6396       -67.0414      
     1600.0000     18.4416       74.8016       -41.0596      72.4132       20.2687       -81.2859      
     1800.0000     18.9474       78.5421       -55.7658      74.6155       24.0092       -95.9921      
     2000.0000     19.3664       82.3748       -70.8935      76.6342       27.8419       -111.1198     
     2200.0000     19.7142       86.2839       -86.4090      78.4968       31.7510       -126.6353     
     2400.0000     20.0043       90.2566       -102.2833     80.2250       35.7238       -142.5096     
     2600.0000     20.2484       94.2826       -118.4912     81.8361       39.7497       -158.7175     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 1.0000
   Formation Enthalpy at 298K =          135.7582 kcal/mol
   Formation Free Gibbs Energy at 298K = 120.5672 kcal/mol
   Molecular Weight =                    25.0300 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.1266       135.7785      120.4652      51.0443       0.0202        -0.1020       
     600.0000      11.2085       138.9780      103.9418      58.3937       3.2198        -16.6254      
     800.0000      11.9167       141.2911      91.9183       61.7160       5.5329        -28.6489      
     1000.0000     12.5749       143.7413      79.2943       64.4470       7.9831        -41.2729      
     1200.0000     13.1599       146.3162      66.1650       66.7927       10.5579       -54.4022      
     1400.0000     13.6575       148.9994      52.5957       68.8598       13.2412       -67.9715      
     1600.0000     14.0631       151.7730      38.6354       70.7110       16.0148       -81.9318      
     1800.0000     14.3810       154.6188      24.3230       72.3866       18.8606       -96.2442      
     2000.0000     14.6234       157.5204      9.6906        73.9149       21.7622       -110.8767     
     2200.0000     14.8032       160.4640      -5.2346       75.3176       24.7058       -125.8018     
     2400.0000     14.9322       163.4383      -20.4292      76.6115       27.6801       -140.9964     
     2600.0000     15.0207       166.4342      -35.8729      77.8104       30.6760       -156.4401     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5OH
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 6.0000
     O 1.0000
   Formation Enthalpy at 298K =          -56.1655 kcal/mol
   Formation Free Gibbs Energy at 298K = -76.1383 kcal/mol
   Molecular Weight =                    46.0690 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      15.4555       -56.1347      -76.2724      67.1257       0.0308        -0.1341       
     600.0000      25.8794       -49.8151      -98.6011      81.3101       6.3505        -22.4628      
     800.0000      30.5792       -44.1450      -115.6918     89.4336       12.0205       -39.5536      
     1000.0000     34.0457       -37.6654      -134.3140     96.6486       18.5002       -58.1757      
     1200.0000     36.6544       -30.5837      -154.3002     103.0971      25.5818       -78.1619      
     1400.0000     38.6835       -23.0420      -175.5102     108.9058      33.1235       -99.3720      
     1600.0000     40.3137       -15.1366      -197.8270     114.1815      41.0289       -121.6888     
     1800.0000     41.6337       -6.9371       -221.1530     119.0088      49.2284       -145.0147     
     2000.0000     42.6889       1.4992        -245.4050     123.4521      57.6647       -169.2667     
     2200.0000     43.5191       10.1234       -270.5115     127.5613      66.2889       -194.3733     
     2400.0000     44.1615       18.8943       -296.4100     131.3768      75.0598       -220.2717     
     2600.0000     44.6507       27.7778       -323.0449     134.9318      83.9433       -246.9067     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5O
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          -3.3209 kcal/mol
   Formation Free Gibbs Energy at 298K = -22.8748 kcal/mol
   Molecular Weight =                    45.0610 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      15.6831       -3.2896       -23.0061      65.7215       0.0313        -0.1313       
     600.0000      23.8502       2.6929        -44.8373      79.2170       6.0139        -21.9625      
     800.0000      27.9906       7.8948        -61.4419      86.6708       11.2157       -38.5671      
     1000.0000     31.1652       13.8248       -79.4491      93.2739       17.1457       -56.5743      
     1200.0000     33.5649       20.3092       -98.7050      99.1785       23.6302       -75.8302      
     1400.0000     35.3595       27.2105       -119.0813     104.4941      30.5314       -96.2065      
     1600.0000     36.6956       34.4225       -140.4691     109.3073      37.7434       -117.5944     
     1800.0000     37.6974       41.8664       -162.7755     113.6900      45.1874       -139.9008     
     2000.0000     38.4662       49.4860       -185.9205     117.7032      52.8069       -163.0458     
     2200.0000     39.0806       57.2427       -209.8357     121.3992      60.5636       -186.9609     
     2400.0000     39.5965       65.1117       -234.4621     124.8224      68.4326       -211.5873     
     2600.0000     40.0471       73.0770       -259.7489     128.0100      76.3979       -236.8742     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE PC2H4OH
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          -6.1758 kcal/mol
   Formation Free Gibbs Energy at 298K = -27.3669 kcal/mol
   Molecular Weight =                    45.0610 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      16.3083       -6.1432       -27.5093      71.2201       0.0325        -0.1423       
     600.0000      24.3293       0.0459        -51.0736      85.1992       6.2217        -23.7067      
     800.0000      27.9365       5.2909        -68.8841      92.7187       11.4667       -41.5172      
     1000.0000     30.6175       11.1590       -88.0958      99.2548       17.3348       -60.7288      
     1200.0000     32.6698       17.4962       -108.5352     105.0261      23.6720       -81.1682      
     1400.0000     34.3007       24.1990       -130.0658     110.1891      30.3748       -102.6988     
     1600.0000     35.6276       31.1964       -152.5780     114.8590      37.3722       -125.2111     
     1800.0000     36.7021       38.4332       -175.9821     119.1197      44.6090       -148.6152     
     2000.0000     37.5610       45.8628       -200.2027     123.0328      52.0386       -172.8358     
     2200.0000     38.2382       53.4455       -225.1753     126.6458      59.6213       -197.8083     
     2400.0000     38.7651       61.1481       -250.8436     129.9965      67.3239       -223.4766     
     2600.0000     39.1701       68.9434       -277.1585     133.1161      75.1192       -249.7915     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE SC2H4OH
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          -13.2211 kcal/mol
   Formation Free Gibbs Energy at 298K = -33.7958 kcal/mol
   Molecular Weight =                    45.0610 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      15.2426       -13.1907      -33.9340      69.1444       0.0304        -0.1382       
     600.0000      23.4360       -7.2961       -56.7577      82.4359       5.9250        -22.9619      
     800.0000      27.1624       -2.2178       -73.9897      89.7149       11.0033       -40.1939      
     1000.0000     29.9508       3.5065        -92.5836      96.0900       16.7276       -58.7878      
     1200.0000     32.0930       9.7196        -112.3780     101.7481      22.9407       -78.5822      
     1400.0000     33.7967       16.3146       -133.2443     106.8278      29.5357       -99.4485      
     1600.0000     35.1856       23.2175       -155.0777     111.4345      36.4386       -121.2819     
     1800.0000     36.3157       30.3716       -177.7918     115.6464      43.5927       -143.9960     
     2000.0000     37.2240       37.7290       -201.3138     119.5214      50.9501       -167.5180     
     2200.0000     37.9446       45.2487       -225.5809     123.1044      58.4698       -191.7851     
     2400.0000     38.5091       52.8965       -250.5385     126.4312      66.1175       -216.7427     
     2600.0000     38.9462       60.6439       -276.1384     129.5316      73.8650       -242.3426     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H4O2H
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
     O 2.0000
   Formation Enthalpy at 298K =          11.8315 kcal/mol
   Formation Free Gibbs Energy at 298K = -9.6925 kcal/mol
   Molecular Weight =                    61.0600 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      20.3620       11.8721       -9.8371       72.3640       0.0406        -0.1446       
     600.0000      30.0349       19.5549       -34.2818      89.7278       7.7234        -24.5893      
     800.0000      34.2228       26.0040       -53.1763      98.9754       14.1725       -43.4838      
     1000.0000     37.2552       33.1673       -73.7878      106.9550      21.3358       -64.0953      
     1200.0000     39.5401       40.8565       -95.8934      113.9583      29.0251       -86.2009      
     1400.0000     41.3507       48.9520       -119.3200     120.1943      37.1205       -109.6276     
     1600.0000     42.8278       57.3748       -143.9303     125.8157      45.5433       -134.2378     
     1800.0000     44.0258       66.0645       -169.6127     130.9318      54.2330       -159.9202     
     2000.0000     44.9850       74.9692       -196.2746     135.6219      63.1377       -186.5821     
     2200.0000     45.7427       84.0450       -223.8371     139.9464      72.2136       -214.1446     
     2400.0000     46.3331       93.2551       -252.2320     143.9530      81.4237       -242.5395     
     2600.0000     46.7879       102.5693      -281.3997     147.6804      90.7378       -271.7072     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H4O1-2
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 4.0000
     O 1.0000
   Formation Enthalpy at 298K =          -12.5925 kcal/mol
   Formation Free Gibbs Energy at 298K = -29.8795 kcal/mol
   Molecular Weight =                    44.0530 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.2042       -12.5702      -29.9956      58.0849       0.0223        -0.1161       
     600.0000      20.6094       -7.6754       -49.0860      69.0176       4.9170        -19.2064      
     800.0000      24.6116       -3.1296       -63.5526      75.5287       9.4629        -33.6731      
     1000.0000     27.4341       2.0908        -79.2507      81.3416       14.6833       -49.3712      
     1200.0000     29.4857       7.7929        -96.0478      86.5339       20.3854       -66.1683      
     1400.0000     31.0552       13.8532       -113.8294     91.2019       26.4457       -83.9498      
     1600.0000     32.3118       20.1944       -132.4996     95.4337       32.7869       -102.6200     
     1800.0000     33.3226       26.7616       -151.9785     99.3001       39.3541       -122.0990     
     2000.0000     34.1232       33.5094       -172.1988     102.8541      46.1019       -142.3193     
     2200.0000     34.7461       40.3990       -193.1021     106.1369      52.9915       -163.2226     
     2400.0000     35.2216       47.3980       -214.6377     109.1815      59.9905       -184.7581     
     2600.0000     35.5780       54.4797       -236.7607     112.0156      67.0722       -206.8812     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H3O1-2
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 3.0000
     O 1.0000
   Formation Enthalpy at 298K =          39.2519 kcal/mol
   Formation Free Gibbs Energy at 298K = 21.3008 kcal/mol
   Molecular Weight =                    43.0450 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.2651       39.2744       21.1802       60.3139       0.0225        -0.1206       
     600.0000      18.3667       43.8022       1.5076        70.4910       4.5503        -19.7932      
     800.0000      21.5180       47.8080       -13.1770      76.2313       8.5561        -34.4778      
     1000.0000     23.7774       52.3500       -28.9395      81.2896       13.0981       -50.2403      
     1200.0000     25.4048       57.2769       -45.6548      85.7764       18.0250       -66.9556      
     1400.0000     26.6053       62.4836       -63.2184      89.7871       23.2317       -84.5192      
     1600.0000     27.5297       67.9008       -81.5433      93.4026       28.6488       -102.8441     
     1800.0000     28.2739       73.4836       -100.5575     96.6895       34.2317       -121.8583     
     2000.0000     28.8820       79.2013       -120.2008     99.7011       39.9494       -141.5016     
     2200.0000     29.3704       85.0284       -140.4223     102.4776      45.7765       -161.7231     
     2400.0000     29.7540       90.9425       -161.1783     105.0503      51.6906       -182.4791     
     2600.0000     30.0475       96.9240       -182.4305     107.4441      57.6721       -203.7313     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3CHO
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 4.0000
     O 1.0000
   Formation Enthalpy at 298K =          -39.7452 kcal/mol
   Formation Free Gibbs Energy at 298K = -58.5315 kcal/mol
   Molecular Weight =                    44.0530 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      13.0505       -39.7191      -58.6576      63.1284       0.0260        -0.1262       
     600.0000      20.5761       -34.5994      -79.3933      74.6564       5.1457        -20.8618      
     800.0000      24.1236       -30.1129      -94.9812      81.0853       9.6322        -36.4497      
     1000.0000     26.8014       -25.0079      -111.7779     86.7700       14.7373       -53.2464      
     1200.0000     28.8258       -19.4359      -129.6486     91.8439       20.3093       -71.1171      
     1400.0000     30.3723       -13.5093      -148.4816     96.4087       26.2358       -89.9501      
