------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	O         15.99899960
  4.	N         14.00699997
  5.	HE         4.00299978
  6.	AR        39.94800186
------------------------------


------------------------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       O       N      HE      AR
   73. C3H6OH1-2             2       487.9000         4.8200         0.0000         0.0000         1.0000
   74. C3H6OH2-1             2       487.9000         4.8200         0.0000         0.0000         1.0000
   75. HOC3H6O2              2       487.9000         4.8200         0.0000         0.0000         1.0000
   76. SC3H5OH               2       304.2760         5.4500         0.0000         0.0000         1.0000
   77. C3H5OH                2       481.5000         4.9970         1.7000         0.0000         1.0000
   78. CH2CCH2OH             2       481.5000         4.9970         1.7000         0.0000         1.0000
   79. C3H4-P                1       324.8000         4.2900         0.0000         0.0000         1.0000
   80. C3H4-A                1       324.8000         4.2900         0.0000         0.0000         1.0000
   81. C3H3                  1       324.8000         4.2900         0.0000         0.0000         1.0000
   82. C3H2                  2       209.0000         4.1000         0.0000         0.0000         1.0000
   83. C2H5CHO               2       435.2000         4.6620         2.7000         0.0000         1.0000
   84. CH2CH2CHO             2       424.6000         4.8200         0.0000         0.0000         1.0000
   85. RALD3                 2       411.0000         4.8200         0.0000         0.0000         1.0000
   86. C2H3CHO               2       428.8000         4.9580         2.9000         0.0000         1.0000
   87. CH3COCH3              2       435.5000         4.8600         0.0000         0.0000         1.0000
   88. CH3COCH2              2       435.5000         4.8600         0.0000         0.0000         1.0000
   89. NC4H10                2       352.0000         5.2400         0.0000         0.0000         1.0000
   90. PC4H9                 2       352.0000         5.2400         0.0000         0.0000         1.0000
   91. SC4H9                 2       352.0000         5.2400         0.0000         0.0000         1.0000
   92. IC4H10                2       335.7000         5.2080         0.1000         0.0000         1.0000
   93. IC4H9                 2       352.0000         5.2400         0.0000         0.0000         1.0000
   94. TC4H9                 2       352.0000         5.2400         0.0000         0.0000         1.0000
   95. IC4H8                 2       344.5000         5.0890         0.5000         0.0000         1.0000
   96. IC4H7                 2       355.0000         4.6500         0.0000         0.0000         1.0000
   97. IC4H7O                2       496.0000         5.2000         0.0000         0.0000         1.0000
   98. C4H8-1                2       355.0000         4.6500         0.0000         0.0000         1.0000
   99. C4H8-2                2       355.0000         4.6500         0.0000         0.0000         1.0000
  100. C4H71-3               2       357.1000         4.7200         0.0000         0.0000         1.0000
  101. C4H71-4               2       357.1000         4.7200         0.0000         0.0000         1.0000
  102. C4H71-O               2       496.0000         5.2000         0.0000         0.0000         1.0000
  103. C4H6                  2       357.0000         4.7200         0.0000         0.0000         1.0000
  104. C4H5                  2       357.0000         5.1800         0.0000         0.0000         1.0000
  105. C4H4                  2       357.0000         5.1800         0.0000         0.0000         1.0000
  106. C4H3                  1       357.0000         5.1800         0.0000         0.0000         1.0000
  107. C4H2                  1       357.0000         4.7200         0.0000         0.0000         1.0000
  108. C6H6                  2       468.5000         5.2300         0.0000        10.3000         1.0000
  109. FULVENE               2       468.5000         5.2300         0.0000         0.0000         1.0000
  110. C6H5                  2       412.3000         5.3490         0.0000         0.0000         1.0000
  111. C5H6                  1       408.0000         5.2000         0.0000         0.0000         1.0000
  112. C5H5                  1       408.0000         5.2000         0.0000         0.0000         1.0000
  113. MCPTD                 2       408.0000         5.2000         0.0000         0.0000         1.0000
  114. C10H8                 2       630.4000         6.1800         0.0000        16.5000         1.0000
  115. NO                    1        97.5000         3.6210         0.0000         1.7600         4.0000
  116. N2O                   1       232.4000         3.8280         0.0000         0.0000         1.0000
  117. NO2                   2       200.0000         3.5000         0.0000         0.0000         1.0000
  118. HNO                   2       116.7000         3.4920         0.0000         0.0000         1.0000
  119. HNO2                  2       200.0000         3.5000         0.0000         0.0000         1.0000
  120. HONO                  2       200.0000         3.5000         0.0000         0.0000         1.0000
  121. HONO2                 2       300.0000         3.5000         0.0000         0.0000         1.0000
  122. N2H2                  2        71.4000         3.7980         0.0000         0.0000         1.0000
  123. H2NN                  2        71.4000         3.7980         0.0000         0.0000         1.0000
  124. HNNO                  2       232.4000         3.8280         0.0000         0.0000         1.0000
  125. NH2NO                 2       232.4000         3.8280         0.0000         0.0000         1.0000
  126. NH2OH                 2       116.7000         3.4920         0.0000         0.0000         1.0000
  127. HNOH                  2       116.7000         3.4920         0.0000         0.0000         1.0000
  128. NH3                   2       481.0000         2.9200         1.4700         0.0000        10.0000
  129. N2H4                  2       205.0000         4.2300         0.0000         4.2600         1.5000
  130. N                     0        71.4000         3.2980         0.0000         0.0000         0.0000
  131. NO3                   2       300.0000         3.5000         0.0000         0.0000         1.0000
  132. NH                    1        80.0000         2.6500         0.0000         0.0000         4.0000
  133. NNH                   2        71.4000         3.7980         0.0000         0.0000         1.0000
  134. NH2                   2        80.0000         2.6500         0.0000         2.2600         4.0000
  135. H2NO                  2       116.7000         3.4920         0.0000         0.0000         1.0000
  136. N2H3                  2       200.0000         3.9000         0.0000         0.0000         1.0000
  137. HCN                   1       569.0000         3.6300         0.0000         0.0000         1.0000
  138. HNC                   1       569.0000         3.6300         0.0000         0.0000         1.0000
  139. HNCO                  2       232.4000         3.8280         0.0000         0.0000         1.0000
  140. HCNO                  2       232.4000         3.8280         0.0000         0.0000         1.0000
  141. HOCN                  2       232.4000         3.8280         0.0000         0.0000         1.0000
  142. CH2NO                 2       232.4000         3.8280         0.0000         0.0000         1.0000
  143. CH3NO                 1        97.5000         3.6210         0.0000         1.7600         4.0000
  144. CH3NO2                2       200.0000         4.5000         0.0000         0.0000         1.0000
  145. CH3ONO                2       200.0000         4.5000         0.0000         0.0000         1.0000
  146. CH3ONO2               2       300.0000         4.5000         0.0000         0.0000         1.0000
  147. CH3CN                 1       500.0000         4.6300         0.0000         0.0000         1.0000
  148. CN                    1        75.0000         3.8560         0.0000         0.0000         1.0000
  149. NCN                   1       232.4000         3.8280         0.0000         0.0000         1.0000
  150. NCO                   1       232.4000         3.8280         0.0000         0.0000         1.0000
  151. HNCN                  1       232.4000         3.8280         0.0000         0.0000         1.0000
  152. H2CN                  1       569.0000         3.6300         0.0000         0.0000         1.0000
  153. HCNH                  1       569.0000         3.6300         0.0000         0.0000         1.0000
  154. C2N2                  1       349.0000         4.3610         0.0000         0.0000         1.0000
  155. CH2CN                 1       232.4000         3.8280         0.0000         0.0000         1.0000
  156. CH2NH                 2       417.0000         3.6900         1.7000         0.0000         2.0000
  157. CH3NH2                2       481.8000         3.6260         0.0000         0.0000         1.0000
  158. CH2NH2                2       481.8000         3.6260         0.0000         0.0000         1.0000
  159. CH3NH                 2       481.8000         3.6260         0.0000         0.0000         1.0000
------------------------------------------------------------------------------------------------------------------


---------------------------------------------------------------------------------------
                                  CHEMICAL REACTIONS                                   

                          Units: [mol, cm3, s] and [cal/mol]                           
---------------------------------------------------------------------------------------


      1. H2 +M  = 2H +M 
         k:       4.577000e+19	   -1.40     104400.00
         Third body efficiencies
         H2                  	enhanced by	   2.500
         H2O                 	enhanced by	  12.000
         CO                  	enhanced by	   1.900
         CO2                 	enhanced by	   3.800
         HE                  	enhanced by	   0.830
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000


      2. H2 + O  = H + OH 
         k:       5.080000e+04	    2.67       6292.00


      3. H2 + OH  = H + H2O 
         k:       4.380000e+13	    0.00       6990.00


      4. 2O +M  = O2 +M 
         k:       6.165000e+15	   -0.50          0.00
         Third body efficiencies
         H2                  	enhanced by	   2.500
         H2O                 	enhanced by	  12.000
         AR                  	enhanced by	   0.830
         CO                  	enhanced by	   1.900
         CO2                 	enhanced by	   3.800
         HE                  	enhanced by	   0.830
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000


      5. H + O2  = O + OH 
         k:       1.140000e+14	    0.00      15286.00


      6. H + OH +M  = H2O +M 
         k:       3.500000e+22	   -2.00          0.00
         Third body efficiencies
         H2                  	enhanced by	   0.730
         H2O                 	enhanced by	   3.650
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000
         AR                  	enhanced by	   0.380


      7. O + H2O  = 2OH 
         k:       6.700000e+07	    1.70      14986.80


      8. H + O +M  = OH +M 
         k:       4.714000e+18	   -1.00          0.00
         Third body efficiencies
         H2                  	enhanced by	   2.500
         H2O                 	enhanced by	  12.000
         AR                  	enhanced by	   0.750
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         HE                  	enhanced by	   0.750
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000


      9. H2O2 (+M)  = 2OH (+M) 
         Fall-off (Troe)
         k0:      2.490000e+24	   -2.30      48749.00
         kInf:    2.000000e+12	    0.90      48749.00
         Troe Parameters
         a    4.30e-01
         T*** 1.00e-30
         T*   1.00e+30
         T**  0.00e+00
         Third body efficiencies
         H2O                 	enhanced by	   7.650
         CO2                 	enhanced by	   1.600
         N2                  	enhanced by	   1.500
         O2                  	enhanced by	   1.200
         HE                  	enhanced by	   0.650
         H2O2                	enhanced by	   7.700
         H2                  	enhanced by	   3.700
         CO                  	enhanced by	   2.800


     10. H + H2O2  = H2O + OH 
         k:       2.410000e+13	    0.00       3970.00


     11. H + H2O2  = H2 + HO2 
         k:       2.150000e+10	    1.00       6000.00


     12. O + H2O2  = OH + HO2 
         k:       9.550000e+06	    2.00       3970.00


     13. OH + H2O2  = H2O + HO2 
         k:       1.740000e+12	    0.00        318.00


     14. OH + H2O2  = H2O + HO2 
         k:       7.590000e+13	    0.00       7269.00


     15. H + HO2  = 2OH 
         k:       7.079000e+13	    0.00        295.00


     16. H + HO2  = H2 + O2 
         k:       1.140200e+10	    1.08        553.78


     17. O + HO2  = O2 + OH 
         k:       3.250000e+13	    0.00          0.00


     18. OH + HO2  = O2 + H2O 
         k:       7.000000e+12	    0.00      -1092.96


     19. OH + HO2  = O2 + H2O 
         k:       4.500000e+14	    0.00      10929.60


     20. 2HO2  = O2 + H2O2 
         k:       1.000000e+14	    0.00      11040.88


     21. 2HO2  = O2 + H2O2 
         k:       1.900000e+11	    0.00      -1408.92


     22. H + O2 (+M)  = HO2 (+M) 
         Fall-off (Troe)
         k0:      1.740000e+19	   -1.23          0.00
         kInf:    4.650000e+12	    0.44          0.00
         Troe Parameters
         a    6.70e-01
         T*** 1.00e-30
         T*   1.00e+30
         T**  1.00e+30
         Third body efficiencies
         H2                  	enhanced by	   1.300
         CO                  	enhanced by	   1.900
         CO2                 	enhanced by	   3.800
         HE                  	enhanced by	   0.640
         H2O                 	enhanced by	  10.000
         AR                  	enhanced by	   0.500
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000


     23. O + CO (+M)  = CO2 (+M) 
         Fall-off (Lindemann)
         k0:      1.170000e+24	   -2.79       4191.00
         kInf:    1.362000e+10	    0.00       2384.00
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	  12.000
         CO                  	enhanced by	   1.750
         CO2                 	enhanced by	   3.600
         AR                  	enhanced by	   0.700
         HE                  	enhanced by	   0.700


     24. OH + CO  = H + CO2 
         k:       7.015000e+04	    2.05       -355.70


     25. OH + CO  = H + CO2 
         k:       5.757000e+12	   -0.66        331.80


     26. HO2 + CO  = OH + CO2 
         k:       1.570000e+05	    2.18      17940.00


     27. O2 + CO  = O + CO2 
         k:       1.119000e+12	    0.00      47700.00


     28. H + CO2  = OCHO 
         k:       7.500000e+13	    0.00      29000.00


     29. HOCO  = OH + CO 
         k:       4.540000e+26	   -5.12      27572.00


     30. HOCO  = H + CO2 
         k:       1.080000e+36	   -8.11      29067.20


     31. H + CH3 (+M)  = CH4 (+M) 
         Fall-off (Troe)
         k0:      2.480000e+33	   -4.76       2440.00
         kInf:    1.270000e+16	   -0.63        383.00
         Troe Parameters
         a    7.83e-01
         T*** 7.40e+01
         T*   2.94e+03
         T**  6.96e+03
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         AR                  	enhanced by	   0.700
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000
         HE                  	enhanced by	   0.700


     32. H + CH4  = H2 + CH3 
         k:       6.140000e+05	    2.50       9587.00


     33. O + CH4  = OH + CH3 
         k:       1.020000e+09	    1.50       8600.00


     34. OH + CH4  = H2O + CH3 
         k:       5.830000e+04	    2.60       2190.00


     35. HO2 + CH4  = H2O2 + CH3 
         k:       1.130000e+01	    3.74      21010.00


     36. CH4 + CH3O2  = CH3 + CH3O2H 
         k:       9.600000e-01	    3.77      17810.00


     37. HO2 + CH3  = O2 + CH4 
         k:       1.160000e+05	    2.23      -3022.00


     38. CH4 + CH2  = 2CH3 
         k:       2.460000e+06	    2.00       8270.00


     39. N2 + CH2(S)  = N2 + CH2 
         k:       1.500000e+13	    0.00        600.00


     40. AR + CH2(S)  = AR + CH2 
         k:       9.000000e+12	    0.00        600.00


     41. H2O + CH2(S)  = H2O + CH2 
         k:       3.000000e+13	    0.00          0.00


     42. CO + CH2(S)  = CO + CH2 
         k:       9.000000e+12	    0.00          0.00


     43. CO2 + CH2(S)  = CO2 + CH2 
         k:       7.000000e+12	    0.00          0.00


     44. O2 + CH2(S)  => H + OH + CO 
         k:       2.800000e+13	    0.00          0.00


     45. O2 + CH2(S)  = H2O + CO 
         k:       1.200000e+13	    0.00          0.00


     46. O + CH2(S)  = H2 + CO 
         k:       1.500000e+13	    0.00          0.00


     47. O + CH2(S)  = H + HCO 
         k:       1.500000e+13	    0.00          0.00


     48. H2 + CH2(S)  = H + CH3 
         k:       7.000000e+13	    0.00          0.00


     49. H + CH2(S)  = H2 + CH 
         k:       3.000000e+13	    0.00          0.00


     50. OH + CH2(S)  = H + CH2O 
         k:       3.000000e+13	    0.00          0.00


     51. CO2 + CH2(S)  = CO + CH2O 
         k:       1.400000e+13	    0.00          0.00


     52. H + CH2 (+M)  = CH3 (+M) 
         Fall-off (Troe)
         k0:      3.200000e+27	   -3.14       1230.00
         kInf:    2.500000e+16	   -0.80          0.00
         Troe Parameters
         a    6.80e-01
         T*** 7.80e+01
         T*   2.00e+03
         T**  5.59e+03
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         AR                  	enhanced by	   0.700
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000
         HE                  	enhanced by	   0.700


     53. O2 + CH2  = OH + HCO 
         k:       1.060000e+13	    0.00       1500.00


     54. O2 + CH2  => 2H + CO2 
         k:       2.640000e+12	    0.00       1500.00


     55. O + CH2  => 2H + CO 
         k:       5.000000e+13	    0.00          0.00


     56. H + CH2  = H2 + CH 
         k:       3.000000e+13	    0.00          0.00


     57. OH + CH2  = H2O + CH 
         k:       1.130000e+07	    2.00       3000.00


     58. O2 + CH  = O + HCO 
         k:       3.300000e+13	    0.00          0.00


     59. O + CH  = H + CO 
         k:       5.700000e+13	    0.00          0.00


     60. H + CH  = H2 + C 
         k:       1.100000e+14	    0.00          0.00


     61. OH + CH  = H + HCO 
         k:       3.000000e+13	    0.00          0.00


     62. H2O + CH  = H + CH2O 
         k:       1.774000e+16	   -1.22         23.80


     63. CO2 + CH  = CO + HCO 
         k:       1.700000e+12	    0.00        685.00


     64. OH + C  = H + CO 
         k:       5.000000e+13	    0.00          0.00


     65. O2 + C  = O + CO 
         k:       5.000000e+13	    0.00          0.00


     66. O2 + CH3 (+M)  = CH3O2 (+M) 
         Fall-off (Troe)
         k0:      6.850000e+24	   -3.00          0.00
         kInf:    7.812000e+09	    0.90          0.00
         Troe Parameters
         a    6.00e-01
         T*** 1.00e+03
         T*   7.00e+01
         T**  1.70e+03


     67. O2 + CH3  = O + CH3O 
         k:       7.546000e+12	    0.00      28320.00


     68. O2 + CH3  = OH + CH2O 
         k:       2.641000e+00	    3.28       8105.00


     69. O + CH3  = H + CH2O 
         k:       5.540000e+13	    0.05       -136.00


     70. OH + CH3  = H2O + CH2(S) 
         k:       5.282000e+17	   -1.52       1772.00


     71. OH + CH3  = H2 + CH2O 
         k:       1.650000e+07	    0.97      -2010.00


     72. OH + CH3  = H + CH2OH 
         k:       4.686000e+10	    0.83       3566.00


     73. OH + CH3  = H + CH3O 
         k:       1.230000e+09	    1.01      11950.00


     74. OH + CH3  = H2O + CH2 
         k:       4.293000e+04	    2.57       3997.80


     75. HO2 + CH3  = OH + CH3O 
         k:       1.000000e+12	    0.27       -687.50


     76. O + CH3O2  = O2 + CH3O 
         k:       3.600000e+13	    0.00          0.00


     77. H + CH3O2  = OH + CH3O 
         k:       9.600000e+13	    0.00          0.00


     78. OH + CH3O2  = O2 + CH3OH 
         k:       6.000000e+13	    0.00          0.00


     79. HO2 + CH3O2  = O2 + CH3O2H 
         k:       2.470000e+11	    0.00      -1570.00


     80. H2O2 + CH3O2  = HO2 + CH3O2H 
         k:       2.410000e+12	    0.00       9936.00


     81. CH3 + CH3O2  = 2CH3O 
         k:       5.080000e+12	    0.00      -1411.00


     82. 2CH3O2  => O2 + CH3OH + CH2O 
         k:       3.110000e+14	   -1.61      -1051.00


     83. 2CH3O2  => O2 + 2CH3O 
         k:       1.400000e+16	   -1.61       1860.00


     84. H2 + CH3O2  = H + CH3O2H 
         k:       1.500000e+14	    0.00      26030.00


     85. CH3O2H  = OH + CH3O 
         k:       6.310000e+14	    0.00      42300.00


     86. CH3OH (+M)  = OH + CH3 (+M) 
         Fall-off (Troe)
         k0:      1.500000e+43	   -7.00      97992.20
         kInf:    2.084000e+18	   -0.61      92540.60
         Troe Parameters
         a    -4.75e-01
         T*** 3.56e+04
         T*   1.12e+03
         T**  9.02e+03


     87. CH3OH (+M)  = H2O + CH2(S) (+M) 
         Fall-off (Troe)
         k0:      1.430000e+47	   -8.23      99417.10
         kInf:    3.121000e+18	   -1.02      91712.00
         Troe Parameters
         a    2.54e+00
         T*** 3.29e+03
         T*   4.73e+04
         T**  4.71e+04


     88. CH3OH (+M)  = H + CH2OH (+M) 
         Fall-off (Troe)
         k0:      3.390000e+42	   -7.24     105230.30
         kInf:    7.896000e-03	    5.04      84467.40
         Troe Parameters
         a    -7.39e+01
         T*** 3.70e+04
         T*   4.15e+04
         T**  5.22e+03


     89. H + CH3OH  = H2 + CH3O 
         k:       1.990000e+05	    2.56      10300.00


     90. H + CH3OH  = H2 + CH2OH 
         k:       3.070000e+05	    2.55       5440.00


     91. O + CH3OH  = OH + CH3O 
         k:       3.880000e+04	    2.50       3080.00


     92. O + CH3OH  = OH + CH2OH 
         k:       3.880000e+05	    2.50       3080.00


     93. OH + CH3OH  = H2O + CH3O 
         k:       1.500000e+02	    3.03       -763.00


     94. OH + CH3OH  = H2O + CH2OH 
         k:       3.080000e+04	    2.65       -806.70


     95. O2 + CH3OH  = HO2 + CH3O 
         k:       3.580000e+04	    2.27      42764.50


     96. O2 + CH3OH  = HO2 + CH2OH 
         k:       3.580000e+05	    2.27      42764.50


     97. HO2 + CH3OH  = H2O2 + CH3O 
         k:       1.220000e+12	    0.00      20070.70


     98. HO2 + CH3OH  = H2O2 + CH2OH 
         k:       3.260000e+13	    0.00      18782.20


     99. CH3 + CH3OH  = CH4 + CH2OH 
         k:       2.130000e-01	    3.95       7055.10


    100. CH3 + CH3OH  = CH4 + CH3O 
         k:       3.220000e+03	    2.42       8579.50


    101. CH3OH + HCO  = CH2OH + CH2O 
         k:       1.800000e+03	    2.90      13110.00


    102. CH3OH + CH3O  = CH3OH + CH2OH 
         k:       3.000000e+11	    0.00       4074.00


    103. CH3O2 + CH3OH  = CH3O2H + CH2OH 
         k:       1.810000e+12	    0.00      13710.00


    104. O2 + CH2OH  = HO2 + CH2O 
         k:       1.510000e+15	   -1.00          0.00


    105. O2 + CH2OH  = HO2 + CH2O 
         k:       2.410000e+14	    0.00       5017.00


    106. H + CH2OH  = H2 + CH2O 
         k:       6.000000e+12	    0.00          0.00


    107. HO2 + CH2OH  = H2O2 + CH2O 
         k:       1.200000e+13	    0.00          0.00


    108. CH2OH + HCO  = 2CH2O 
         k:       1.800000e+14	    0.00          0.00


    109. CH2OH + HCO  = CO + CH3OH 
         k:       1.000000e+13	    0.00          0.00


    110. CH3O + CH2OH  = CH3OH + CH2O 
         k:       2.400000e+13	    0.00          0.00


    111. OH + CH2OH  = H2O + CH2O 
         k:       2.400000e+13	    0.00          0.00


    112. O + CH2OH  = OH + CH2O 
         k:       4.200000e+13	    0.00          0.00


    113. 2CH2OH  = CH3OH + CH2O 
         k:       3.000000e+12	    0.00          0.00


    114. O2 + CH3O  = HO2 + CH2O 
         k:       4.380000e-19	    9.50      -5501.00


    115. H + CH3O  = H2 + CH2O 
         k:       2.000000e+13	    0.00          0.00


    116. HO2 + CH3O  = H2O2 + CH2O 
         k:       3.010000e+11	    0.00          0.00


    117. CH3 + CH3O  = CH4 + CH2O 
         k:       1.200000e+13	    0.00          0.00


    118. 2CH3O  = CH3OH + CH2O 
         k:       6.030000e+13	    0.00          0.00


    119. H + HCO (+M)  = CH2O (+M) 
         Fall-off (Troe)
         k0:      1.350000e+24	   -2.57       1425.00
         kInf:    1.090000e+12	    0.48       -260.00
         Troe Parameters
         a    7.82e-01
         T*** 2.71e+02
         T*   2.76e+03
         T**  6.57e+03
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         AR                  	enhanced by	   0.700
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000
         HE                  	enhanced by	   0.700


    120. H2 + CO (+M)  = CH2O (+M) 
         Fall-off (Troe)
         k0:      5.070000e+27	   -3.42      84348.00
         kInf:    4.300000e+07	    1.50      79600.00
         Troe Parameters
         a    9.32e-01
         T*** 1.97e+02
         T*   1.54e+03
         T**  1.03e+04
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         AR                  	enhanced by	   0.700
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000
         HE                  	enhanced by	   0.700


    121. O2 + CH2O  = HO2 + HCO 
         k:       8.070000e+15	    0.00      53420.00


    122. O + CH2O  = OH + HCO 
         k:       6.260000e+09	    1.15       2260.00


    123. H + CH2O  = H2 + HCO 
         k:       5.740000e+07	    1.90       2740.00


    124. OH + CH2O  = H2O + HCO 
         k:       7.820000e+07	    1.63      -1055.00


    125. HO2 + CH2O  = H2O2 + HCO 
         k:       1.880000e+04	    2.70      11520.00


    126. CH3 + CH2O  = CH4 + HCO 
         k:       3.830000e+01	    3.36       4312.00


    127. CH2O + OCHO  = HCO + HOCHO 
         k:       5.600000e+12	    0.00      13600.00


    128. CH3O + CH2O  = CH3OH + HCO 
         k:       6.620000e+11	    0.00       2294.00


    129. CH3O2 + CH2O  = CH3O2H + HCO 
         k:       1.990000e+12	    0.00      11660.00


    130. HCO +M  = H + CO +M 
         k:       5.700000e+11	    0.66      14870.00
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000


    131. O2 + HCO  = HO2 + CO 
         k:       7.580000e+12	    0.00        410.00


    132. O + HCO  = OH + CO 
         k:       3.020000e+13	    0.00          0.00


    133. H + HCO  = H2 + CO 
         k:       7.340000e+13	    0.00          0.00


    134. OH + HCO  = H2O + CO 
         k:       3.011000e+13	    0.00          0.00


    135. CH3 + HCO  = CO + CH4 
         k:       2.650000e+13	    0.00          0.00


    136. 2HCO  = CO + CH2O 
         k:       1.800000e+13	    0.00          0.00


    137. O + HCO  = H + CO2 
         k:       3.000000e+13	    0.00          0.00


    138. HO2 + HCO  => H + OH + CO2 
         k:       3.000000e+13	    0.00          0.00


    139. 2HCO  => H2 + 2CO 
         k:       3.000000e+12	    0.00          0.00


    140. H + CH2O (+M)  = CH2OH (+M) 
         Fall-off (Troe)
         k0:      1.270000e+32	   -4.82       6530.00
         kInf:    5.400000e+11	    0.45       3600.00
         Troe Parameters
         a    7.19e-01
         T*** 1.03e+02
         T*   1.29e+03
         T**  4.16e+03
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000


    141. CH3O (+M)  = H + CH2O (+M) 
         Fall-off (Troe)
         k0:      1.870000e+25	   -3.00      24307.00
         kInf:    6.800000e+13	    0.00      26170.00
         Troe Parameters
         a    9.00e-01
         T*** 2.50e+03
         T*   1.30e+03
         T**  1.00e+99
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000


    142. HOCHO  = H2O + CO 
         k:       2.450000e+12	    0.00      60470.00


    143. HOCHO  = H2 + CO2 
         k:       2.950000e+09	    0.00      48520.00


    144. HO2 + OCHO  = O2 + HOCHO 
         k:       3.500000e+10	    0.00      -3275.00


    145. H2O2 + OCHO  = HO2 + HOCHO 
         k:       2.400000e+12	    0.00      10000.00


    146. H + HOCHO  => H2 + H + CO2 
         k:       4.240000e+06	    2.10       4868.00


    147. H + HOCHO  => H2 + OH + CO 
         k:       6.030000e+13	   -0.35       2988.00


    148. O + HOCHO  => 2OH + CO 
         k:       1.770000e+18	   -1.90       2975.00


    149. OH + HOCHO  => H + H2O + CO2 
         k:       2.620000e+06	    2.06        916.00


    150. OH + HOCHO  => H2O + OH + CO 
         k:       1.850000e+07	    1.51       -962.00


    151. CH3 + HOCHO  => OH + CO + CH4 
         k:       3.900000e-07	    5.80       2200.00


    152. HO2 + HOCHO  => OH + H2O2 + CO 
         k:       1.000000e+12	    0.00      11920.00


    153. OH + OCHO  = HO2CHO 
         k:       2.000000e+13	    0.00          0.00


    154. 2CH3 (+M)  = C2H6 (+M) 
         Fall-off (Troe)
         k0:      8.050000e+31	   -3.75        981.60
         kInf:    2.277000e+15	   -0.69        174.90
         Troe Parameters
         a    0.00e+00
         T*** 5.70e+02
         T*   1.00e+30
         T**  1.00e+30
         Third body efficiencies
         H2O                 	enhanced by	   5.000
         CO                  	enhanced by	   2.000
         CO2                 	enhanced by	   3.000


    155. H + C2H5 (+M)  = C2H6 (+M) 
         Fall-off (Troe)
         k0:      1.990000e+41	   -7.08       6685.00
         kInf:    5.210000e+17	   -0.99       1580.00
         Troe Parameters
         a    8.42e-01
         T*** 1.25e+02
         T*   2.22e+03
         T**  6.88e+03
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         AR                  	enhanced by	   0.700
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000
         HE                  	enhanced by	   0.700


    156. O2 + C2H6  = HO2 + C2H5 
         k:       6.030000e+13	    0.00      51870.00
